Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.004,0.004,0.006,0.004,0.010,0.002,0.010,0.00,0.012,0.008,0.008,0.006,0.008,0.008,0.006,0.026,0.024,0.010,0.006,0.004,0.006,0.006,0.014,0.042,0.006,0.004,0.002,0.008,0.008,0.028,0.002,0.004,0.006,0.008,0.002,0.004,0.006,0.010,0.006,0.006,0.002,0.008,0.024,0.026,0.006,0.010,0.006,0.010,0.008,0.010,0.008,0.004,0.016,0.014,0.008,0.008,0.016,0.020,0.062,0.004,0.002,0.024,0.014,0.012,0.002,0.032,0.004,0.012,0.012,0.004,0.014,0.008,0.008,0.004,0.008,0.002,0.016,0.002,0.004,0.002,0.010,0.020,0.008,0.020,0.002,0.034,0.014,0.006,0.008,0.016,0.024,0.010,0.004,0.008,0.00,0.002,0.006,0.008,0.004,0.00,502
Client  66,0.016,0.012,0.006,0.004,0.006,0.016,0.026,0.008,0.008,0.002,0.020,0.002,0.012,0.006,0.022,0.004,0.006,0.030,0.010,0.014,0.012,0.008,0.030,0.004,0.014,0.020,0.002,0.004,0.010,0.020,0.022,0.006,0.002,0.008,0.016,0.002,0.00,0.010,0.008,0.014,0.002,0.002,0.024,0.008,0.004,0.006,0.00,0.012,0.004,0.004,0.008,0.006,0.022,0.020,0.008,0.010,0.004,0.002,0.004,0.006,0.012,0.038,0.020,0.018,0.010,0.002,0.012,0.010,0.024,0.006,0.010,0.006,0.008,0.020,0.012,0.008,0.012,0.020,0.010,0.014,0.016,0.006,0.032,0.020,0.002,0.002,0.004,0.004,0.002,0.004,0.004,0.00,0.002,0.004,0.004,0.008,0.006,0.002,0.006,0.006,502
Client  67,0.024,0.008,0.010,0.006,0.024,0.002,0.00,0.002,0.006,0.012,0.028,0.004,0.030,0.020,0.024,0.004,0.018,0.004,0.020,0.010,0.002,0.006,0.008,0.004,0.004,0.012,0.014,0.012,0.012,0.020,0.006,0.002,0.004,0.008,0.012,0.006,0.004,0.006,0.012,0.010,0.004,0.006,0.006,0.008,0.020,0.008,0.008,0.008,0.030,0.014,0.008,0.00,0.002,0.008,0.002,0.002,0.004,0.012,0.006,0.002,0.012,0.002,0.008,0.016,0.016,0.004,0.014,0.008,0.002,0.00,0.038,0.004,0.00,0.004,0.006,0.004,0.006,0.004,0.006,0.002,0.00,0.010,0.008,0.008,0.006,0.065,0.004,0.008,0.004,0.010,0.022,0.004,0.022,0.012,0.004,0.010,0.006,0.004,0.044,0.008,496
Client  68,0.017,0.023,0.013,0.008,0.008,0.006,0.006,0.006,0.023,0.013,0.002,0.015,0.006,0.008,0.029,0.013,0.004,0.006,0.004,0.019,0.004,0.013,0.010,0.013,0.006,0.011,0.006,0.044,0.006,0.010,0.004,0.006,0.002,0.008,0.006,0.019,0.004,0.00,0.017,0.006,0.004,0.013,0.008,0.015,0.004,0.008,0.002,0.019,0.011,0.008,0.008,0.006,0.010,0.010,0.010,0.004,0.004,0.010,0.004,0.00,0.004,0.008,0.008,0.013,0.011,0.004,0.010,0.008,0.021,0.00,0.006,0.004,0.013,0.004,0.006,0.006,0.006,0.006,0.004,0.013,0.025,0.010,0.011,0.030,0.019,0.017,0.008,0.011,0.015,0.006,0.023,0.030,0.006,0.040,0.008,0.006,0.008,0.002,0.002,0.00,526
Client  69,0.004,0.006,0.002,0.020,0.018,0.016,0.008,0.008,0.042,0.012,0.012,0.002,0.022,0.008,0.044,0.012,0.010,0.006,0.006,0.016,0.006,0.034,0.006,0.006,0.036,0.010,0.010,0.008,0.002,0.008,0.010,0.008,0.006,0.024,0.010,0.008,0.008,0.006,0.032,0.006,0.034,0.012,0.00,0.00,0.014,0.008,0.010,0.002,0.002,0.026,0.032,0.006,0.00,0.004,0.006,0.014,0.010,0.004,0.004,0.004,0.002,0.002,0.004,0.006,0.006,0.006,0.004,0.004,0.004,0.008,0.012,0.012,0.004,0.008,0.010,0.008,0.008,0.014,0.006,0.002,0.008,0.004,0.008,0.026,0.00,0.020,0.018,0.004,0.016,0.002,0.022,0.004,0.002,0.006,0.00,0.004,0.002,0.002,0.006,0.006,500
Client  70,0.004,0.006,0.010,0.006,0.010,0.032,0.012,0.016,0.016,0.008,0.010,0.004,0.004,0.008,0.004,0.00,0.008,0.030,0.006,0.012,0.006,0.012,0.016,0.012,0.004,0.046,0.008,0.002,0.012,0.00,0.010,0.008,0.00,0.008,0.006,0.006,0.008,0.006,0.006,0.018,0.006,0.00,0.00,0.010,0.014,0.00,0.006,0.012,0.006,0.020,0.004,0.006,0.012,0.020,0.002,0.002,0.010,0.006,0.012,0.012,0.006,0.006,0.004,0.030,0.022,0.012,0.018,0.002,0.008,0.016,0.008,0.022,0.006,0.004,0.008,0.016,0.006,0.00,0.006,0.004,0.006,0.014,0.018,0.018,0.016,0.008,0.002,0.050,0.010,0.014,0.010,0.008,0.006,0.030,0.010,0.002,0.00,0.006,0.008,0.006,503
Client  71,0.008,0.014,0.012,0.006,0.004,0.004,0.010,0.008,0.056,0.008,0.014,0.016,0.012,0.010,0.016,0.010,0.018,0.004,0.012,0.010,0.002,0.004,0.002,0.038,0.010,0.006,0.006,0.022,0.004,0.006,0.002,0.010,0.010,0.016,0.008,0.002,0.014,0.008,0.008,0.006,0.008,0.008,0.024,0.002,0.004,0.016,0.006,0.004,0.006,0.006,0.008,0.004,0.040,0.016,0.034,0.004,0.00,0.034,0.008,0.010,0.008,0.002,0.010,0.014,0.024,0.020,0.024,0.020,0.012,0.004,0.016,0.006,0.040,0.004,0.028,0.006,0.004,0.004,0.004,0.006,0.008,0.00,0.002,0.002,0.00,0.002,0.006,0.002,0.004,0.002,0.002,0.008,0.006,0.008,0.006,0.004,0.002,0.002,0.004,0.004,504
Client  72,0.012,0.002,0.010,0.002,0.013,0.023,0.008,0.006,0.004,0.00,0.017,0.025,0.008,0.027,0.004,0.008,0.006,0.035,0.019,0.029,0.010,0.060,0.002,0.006,0.010,0.008,0.004,0.010,0.008,0.002,0.006,0.004,0.025,0.002,0.006,0.004,0.010,0.017,0.006,0.004,0.002,0.004,0.006,0.012,0.015,0.006,0.004,0.002,0.004,0.010,0.006,0.015,0.004,0.006,0.036,0.002,0.013,0.025,0.006,0.008,0.012,0.015,0.002,0.006,0.004,0.006,0.004,0.004,0.008,0.00,0.015,0.002,0.002,0.012,0.010,0.002,0.002,0.012,0.002,0.021,0.004,0.004,0.006,0.002,0.021,0.013,0.004,0.010,0.013,0.00,0.010,0.006,0.012,0.021,0.017,0.029,0.008,0.042,0.00,0.002,521
Client  73,0.016,0.004,0.006,0.018,0.004,0.006,0.014,0.021,0.00,0.002,0.006,0.012,0.004,0.004,0.018,0.023,0.002,0.00,0.018,0.019,0.008,0.010,0.002,0.004,0.014,0.008,0.014,0.006,0.023,0.010,0.023,0.002,0.008,0.016,0.006,0.014,0.004,0.018,0.016,0.010,0.002,0.008,0.002,0.002,0.004,0.004,0.004,0.004,0.006,0.006,0.014,0.008,0.004,0.004,0.025,0.012,0.008,0.010,0.004,0.00,0.004,0.018,0.019,0.018,0.014,0.008,0.025,0.008,0.006,0.004,0.004,0.004,0.008,0.006,0.008,0.006,0.010,0.012,0.012,0.008,0.004,0.006,0.010,0.004,0.021,0.012,0.033,0.016,0.006,0.021,0.006,0.006,0.008,0.051,0.012,0.037,0.004,0.006,0.002,0.004,514
Client  74,0.006,0.009,0.011,0.004,0.004,0.011,0.015,0.004,0.002,0.002,0.002,0.009,0.013,0.013,0.006,0.004,0.009,0.002,0.013,0.009,0.011,0.002,0.017,0.004,0.032,0.00,0.002,0.006,0.015,0.019,0.013,0.011,0.013,0.009,0.009,0.011,0.006,0.011,0.011,0.00,0.00,0.002,0.002,0.00,0.006,0.002,0.011,0.009,0.013,0.019,0.039,0.024,0.002,0.011,0.028,0.015,0.021,0.009,0.004,0.019,0.013,0.009,0.006,0.009,0.004,0.004,0.004,0.006,0.011,0.013,0.00,0.034,0.009,0.006,0.006,0.004,0.009,0.021,0.004,0.002,0.004,0.030,0.015,0.009,0.006,0.006,0.004,0.004,0.041,0.028,0.002,0.00,0.002,0.019,0.004,0.015,0.009,0.017,0.009,0.013,466
Client  75,0.004,0.008,0.018,0.026,0.004,0.00,0.014,0.010,0.004,0.014,0.002,0.006,0.014,0.004,0.012,0.008,0.012,0.010,0.004,0.008,0.004,0.004,0.012,0.026,0.004,0.004,0.020,0.010,0.002,0.002,0.002,0.010,0.016,0.018,0.008,0.004,0.012,0.002,0.006,0.006,0.004,0.022,0.012,0.020,0.020,0.038,0.014,0.010,0.008,0.010,0.006,0.004,0.00,0.00,0.016,0.014,0.010,0.010,0.014,0.012,0.012,0.008,0.030,0.006,0.012,0.002,0.008,0.010,0.010,0.012,0.012,0.014,0.012,0.008,0.006,0.006,0.046,0.004,0.006,0.016,0.004,0.008,0.006,0.012,0.002,0.044,0.006,0.008,0.004,0.006,0.030,0.012,0.00,0.00,0.008,0.006,0.002,0.008,0.006,0.00,505
Client  76,0.023,0.008,0.004,0.002,0.012,0.010,0.006,0.004,0.027,0.004,0.004,0.008,0.004,0.006,0.014,0.010,0.027,0.029,0.00,0.014,0.010,0.004,0.006,0.004,0.004,0.014,0.037,0.002,0.004,0.008,0.012,0.008,0.008,0.014,0.020,0.008,0.008,0.00,0.010,0.010,0.006,0.002,0.006,0.006,0.00,0.002,0.008,0.029,0.004,0.004,0.006,0.016,0.006,0.010,0.004,0.016,0.00,0.012,0.016,0.002,0.008,0.012,0.004,0.014,0.002,0.008,0.025,0.027,0.025,0.012,0.010,0.012,0.022,0.004,0.008,0.006,0.014,0.004,0.010,0.025,0.045,0.002,0.006,0.002,0.002,0.006,0.002,0.008,0.014,0.006,0.016,0.004,0.002,0.006,0.012,0.008,0.008,0.004,0.002,0.041,511
Client  77,0.008,0.013,0.019,0.002,0.025,0.006,0.010,0.002,0.002,0.004,0.006,0.002,0.002,0.004,0.006,0.029,0.002,0.019,0.015,0.010,0.015,0.002,0.010,0.002,0.006,0.008,0.019,0.019,0.006,0.017,0.006,0.004,0.006,0.008,0.025,0.002,0.027,0.002,0.010,0.015,0.00,0.015,0.004,0.006,0.002,0.013,0.006,0.017,0.013,0.006,0.004,0.010,0.002,0.002,0.002,0.004,0.023,0.002,0.008,0.008,0.00,0.015,0.008,0.010,0.010,0.019,0.006,0.017,0.023,0.006,0.031,0.004,0.010,0.010,0.004,0.013,0.004,0.029,0.004,0.004,0.004,0.013,0.010,0.006,0.004,0.008,0.010,0.010,0.006,0.013,0.008,0.004,0.004,0.002,0.027,0.006,0.004,0.015,0.019,0.050,480
Client  78,0.008,0.008,0.002,0.004,0.00,0.008,0.006,0.010,0.014,0.006,0.012,0.006,0.004,0.006,0.012,0.002,0.00,0.004,0.026,0.004,0.012,0.020,0.006,0.006,0.010,0.002,0.004,0.008,0.004,0.030,0.006,0.034,0.002,0.006,0.018,0.008,0.036,0.00,0.004,0.075,0.012,0.042,0.012,0.010,0.008,0.00,0.024,0.006,0.014,0.006,0.002,0.014,0.004,0.002,0.004,0.00,0.006,0.002,0.016,0.006,0.004,0.030,0.008,0.008,0.020,0.004,0.026,0.010,0.004,0.008,0.018,0.018,0.004,0.012,0.012,0.002,0.002,0.016,0.028,0.002,0.008,0.014,0.002,0.006,0.010,0.018,0.006,0.002,0.006,0.006,0.006,0.00,0.004,0.042,0.004,0.004,0.002,0.00,0.004,0.004,504
Client  79,0.004,0.019,0.013,0.015,0.007,0.013,0.004,0.007,0.022,0.002,0.002,0.00,0.030,0.011,0.026,0.002,0.017,0.017,0.019,0.009,0.002,0.006,0.009,0.006,0.013,0.009,0.004,0.002,0.006,0.007,0.009,0.007,0.022,0.017,0.002,0.007,0.011,0.004,0.015,0.006,0.017,0.002,0.009,0.002,0.007,0.019,0.007,0.00,0.004,0.011,0.00,0.004,0.009,0.002,0.006,0.007,0.011,0.006,0.002,0.007,0.006,0.00,0.011,0.00,0.004,0.011,0.024,0.011,0.007,0.026,0.006,0.007,0.015,0.004,0.006,0.015,0.007,0.006,0.004,0.002,0.006,0.006,0.043,0.004,0.019,0.006,0.006,0.006,0.024,0.006,0.011,0.00,0.015,0.006,0.017,0.036,0.067,0.004,0.007,0.006,535
Client  80,0.018,0.010,0.036,0.008,0.014,0.002,0.008,0.016,0.004,0.012,0.004,0.002,0.032,0.002,0.008,0.016,0.006,0.002,0.004,0.004,0.006,0.008,0.004,0.002,0.008,0.002,0.006,0.008,0.006,0.006,0.004,0.020,0.008,0.004,0.010,0.006,0.014,0.016,0.002,0.030,0.020,0.008,0.012,0.00,0.008,0.006,0.016,0.00,0.008,0.006,0.008,0.00,0.006,0.008,0.018,0.006,0.028,0.004,0.016,0.026,0.002,0.006,0.002,0.010,0.014,0.002,0.004,0.014,0.018,0.014,0.030,0.002,0.006,0.008,0.002,0.008,0.006,0.008,0.002,0.022,0.018,0.012,0.008,0.006,0.036,0.006,0.00,0.024,0.018,0.026,0.002,0.048,0.004,0.006,0.00,0.002,0.008,0.008,0.004,0.006,502
Client  81,0.012,0.004,0.012,0.00,0.018,0.002,0.016,0.014,0.016,0.002,0.004,0.010,0.006,0.008,0.004,0.006,0.025,0.016,0.018,0.010,0.024,0.002,0.010,0.025,0.004,0.006,0.004,0.006,0.008,0.008,0.014,0.004,0.004,0.018,0.010,0.002,0.00,0.004,0.004,0.016,0.006,0.012,0.004,0.022,0.016,0.006,0.006,0.012,0.029,0.004,0.006,0.002,0.008,0.012,0.012,0.004,0.020,0.00,0.008,0.002,0.006,0.006,0.006,0.010,0.012,0.008,0.008,0.012,0.016,0.004,0.006,0.008,0.012,0.008,0.002,0.002,0.002,0.008,0.006,0.024,0.010,0.016,0.00,0.010,0.008,0.022,0.002,0.024,0.022,0.014,0.014,0.012,0.004,0.010,0.00,0.008,0.035,0.002,0.063,0.006,510
Client  82,0.002,0.012,0.005,0.005,0.067,0.00,0.005,0.005,0.020,0.002,0.015,0.035,0.002,0.007,0.007,0.002,0.005,0.005,0.020,0.002,0.010,0.007,0.007,0.010,0.020,0.007,0.007,0.005,0.00,0.012,0.012,0.012,0.012,0.005,0.007,0.010,0.027,0.005,0.002,0.017,0.007,0.012,0.005,0.002,0.027,0.012,0.017,0.005,0.010,0.007,0.007,0.002,0.007,0.005,0.020,0.007,0.015,0.010,0.005,0.00,0.005,0.005,0.005,0.010,0.005,0.002,0.007,0.002,0.007,0.015,0.015,0.010,0.012,0.007,0.010,0.022,0.020,0.002,0.002,0.015,0.007,0.010,0.010,0.015,0.015,0.005,0.00,0.007,0.002,0.005,0.002,0.067,0.015,0.005,0.007,0.005,0.005,0.010,0.005,0.007,402
Client  83,0.002,0.017,0.002,0.011,0.013,0.007,0.011,0.002,0.039,0.013,0.004,0.015,0.022,0.002,0.013,0.004,0.004,0.00,0.004,0.004,0.009,0.013,0.022,0.026,0.007,0.007,0.004,0.011,0.015,0.017,0.011,0.022,0.004,0.007,0.002,0.002,0.009,0.009,0.022,0.007,0.017,0.004,0.007,0.004,0.024,0.013,0.009,0.013,0.00,0.007,0.009,0.009,0.004,0.026,0.00,0.007,0.002,0.004,0.011,0.013,0.024,0.002,0.013,0.004,0.009,0.007,0.002,0.013,0.011,0.009,0.004,0.002,0.017,0.011,0.007,0.009,0.015,0.00,0.015,0.022,0.009,0.004,0.004,0.009,0.030,0.009,0.011,0.024,0.009,0.002,0.011,0.00,0.004,0.004,0.011,0.00,0.002,0.017,0.004,0.043,461
Client  84,0.033,0.008,0.006,0.006,0.002,0.004,0.006,0.006,0.006,0.002,0.045,0.006,0.002,0.004,0.002,0.017,0.006,0.004,0.004,0.012,0.004,0.006,0.010,0.004,0.017,0.012,0.027,0.012,0.006,0.002,0.00,0.043,0.008,0.008,0.002,0.002,0.002,0.002,0.037,0.004,0.002,0.016,0.010,0.006,0.002,0.006,0.002,0.010,0.006,0.006,0.010,0.008,0.00,0.010,0.006,0.002,0.002,0.008,0.012,0.004,0.029,0.004,0.002,0.002,0.002,0.008,0.004,0.012,0.004,0.004,0.008,0.002,0.010,0.014,0.049,0.00,0.010,0.017,0.006,0.004,0.008,0.010,0.014,0.008,0.006,0.004,0.012,0.008,0.008,0.006,0.004,0.006,0.004,0.004,0.016,0.008,0.025,0.012,0.017,0.126,515
Client  85,0.00,0.010,0.002,0.002,0.024,0.014,0.012,0.012,0.006,0.012,0.026,0.016,0.004,0.038,0.002,0.012,0.016,0.010,0.006,0.018,0.006,0.008,0.002,0.002,0.014,0.004,0.016,0.016,0.00,0.012,0.008,0.004,0.018,0.006,0.016,0.061,0.006,0.008,0.028,0.008,0.006,0.012,0.014,0.00,0.006,0.002,0.002,0.004,0.014,0.004,0.002,0.006,0.008,0.008,0.020,0.050,0.014,0.012,0.032,0.002,0.012,0.010,0.004,0.002,0.012,0.014,0.004,0.004,0.00,0.010,0.008,0.026,0.008,0.004,0.040,0.006,0.006,0.002,0.020,0.004,0.012,0.014,0.014,0.002,0.004,0.004,0.002,0.012,0.002,0.004,0.006,0.00,0.008,0.00,0.002,0.006,0.006,0.008,0.002,0.002,505
Client  86,0.005,0.007,0.007,0.003,0.014,0.009,0.035,0.005,0.002,0.009,0.002,0.005,0.009,0.003,0.002,0.005,0.016,0.003,0.010,0.005,0.009,0.012,0.00,0.021,0.010,0.010,0.00,0.003,0.003,0.017,0.005,0.005,0.007,0.003,0.014,0.010,0.002,0.007,0.005,0.007,0.005,0.012,0.014,0.005,0.003,0.012,0.007,0.003,0.016,0.005,0.014,0.007,0.005,0.007,0.014,0.021,0.003,0.00,0.009,0.005,0.00,0.003,0.017,0.010,0.010,0.016,0.012,0.021,0.029,0.014,0.009,0.002,0.003,0.00,0.012,0.012,0.003,0.005,0.019,0.002,0.002,0.021,0.012,0.003,0.012,0.012,0.010,0.036,0.035,0.012,0.002,0.012,0.012,0.005,0.014,0.005,0.002,0.007,0.111,0.00,579
Client  87,0.014,0.006,0.012,0.004,0.002,0.004,0.010,0.008,0.004,0.034,0.010,0.008,0.016,0.016,0.00,0.008,0.010,0.00,0.010,0.006,0.004,0.002,0.002,0.006,0.030,0.016,0.006,0.008,0.00,0.018,0.008,0.004,0.008,0.002,0.018,0.006,0.026,0.038,0.002,0.012,0.006,0.030,0.020,0.006,0.006,0.014,0.006,0.014,0.012,0.016,0.00,0.00,0.004,0.010,0.006,0.010,0.006,0.006,0.014,0.00,0.002,0.006,0.006,0.014,0.018,0.016,0.008,0.006,0.002,0.026,0.016,0.008,0.102,0.006,0.010,0.010,0.024,0.014,0.004,0.006,0.022,0.008,0.008,0.00,0.002,0.004,0.008,0.006,0.00,0.010,0.002,0.006,0.004,0.004,0.00,0.008,0.004,0.012,0.00,0.006,501
Client  88,0.013,0.004,0.002,0.021,0.006,0.004,0.021,0.006,0.006,0.008,0.010,0.00,0.002,0.004,0.006,0.027,0.00,0.002,0.013,0.006,0.004,0.010,0.010,0.038,0.006,0.004,0.011,0.011,0.002,0.006,0.006,0.010,0.019,0.019,0.011,0.002,0.008,0.004,0.029,0.006,0.004,0.015,0.00,0.017,0.015,0.030,0.002,0.019,0.015,0.032,0.002,0.008,0.006,0.004,0.002,0.002,0.032,0.019,0.010,0.021,0.011,0.008,0.008,0.008,0.006,0.010,0.002,0.006,0.011,0.008,0.011,0.015,0.008,0.025,0.008,0.006,0.034,0.008,0.004,0.030,0.006,0.008,0.013,0.004,0.002,0.002,0.015,0.002,0.008,0.00,0.025,0.030,0.008,0.006,0.004,0.004,0.002,0.006,0.002,0.006,526
Client  89,0.014,0.008,0.002,0.006,0.004,0.004,0.022,0.004,0.00,0.004,0.008,0.016,0.002,0.012,0.020,0.00,0.006,0.010,0.008,0.018,0.010,0.006,0.018,0.008,0.008,0.018,0.008,0.004,0.026,0.002,0.008,0.010,0.002,0.006,0.010,0.008,0.004,0.010,0.008,0.002,0.010,0.020,0.014,0.012,0.010,0.020,0.004,0.004,0.004,0.012,0.024,0.004,0.008,0.022,0.006,0.008,0.004,0.006,0.018,0.018,0.008,0.012,0.006,0.008,0.002,0.002,0.016,0.004,0.012,0.008,0.006,0.016,0.012,0.004,0.006,0.008,0.008,0.002,0.004,0.016,0.014,0.004,0.002,0.020,0.010,0.008,0.028,0.018,0.030,0.002,0.00,0.008,0.002,0.004,0.008,0.038,0.048,0.006,0.010,0.006,499
Client  90,0.002,0.008,0.008,0.010,0.004,0.00,0.00,0.012,0.020,0.010,0.004,0.044,0.008,0.002,0.006,0.008,0.004,0.002,0.010,0.008,0.016,0.010,0.008,0.004,0.002,0.010,0.012,0.004,0.00,0.002,0.046,0.008,0.010,0.008,0.016,0.004,0.004,0.012,0.006,0.002,0.008,0.006,0.002,0.004,0.004,0.014,0.010,0.010,0.016,0.006,0.004,0.012,0.002,0.004,0.020,0.00,0.008,0.034,0.022,0.032,0.006,0.008,0.004,0.004,0.004,0.012,0.020,0.012,0.004,0.010,0.008,0.020,0.008,0.002,0.010,0.008,0.024,0.014,0.018,0.020,0.014,0.002,0.008,0.020,0.024,0.016,0.004,0.004,0.006,0.008,0.040,0.004,0.008,0.006,0.026,0.004,0.006,0.004,0.006,0.006,502
Client  91,0.007,0.007,0.002,0.009,0.005,0.044,0.005,0.007,0.002,0.007,0.00,0.012,0.002,0.016,0.007,0.009,0.009,0.00,0.007,0.019,0.007,0.002,0.007,0.002,0.002,0.009,0.00,0.012,0.026,0.002,0.007,0.00,0.023,0.014,0.021,0.005,0.002,0.007,0.009,0.00,0.023,0.014,0.060,0.00,0.005,0.007,0.009,0.007,0.00,0.019,0.002,0.002,0.016,0.00,0.005,0.007,0.002,0.014,0.007,0.002,0.012,0.007,0.016,0.021,0.005,0.00,0.012,0.002,0.009,0.005,0.009,0.00,0.002,0.019,0.012,0.019,0.023,0.021,0.014,0.012,0.012,0.007,0.009,0.016,0.005,0.007,0.002,0.021,0.007,0.00,0.028,0.002,0.002,0.009,0.021,0.023,0.005,0.033,0.002,0.033,430
Client  92,0.002,0.016,0.008,0.028,0.004,0.002,0.006,0.020,0.006,0.014,0.006,0.006,0.024,0.00,0.008,0.020,0.012,0.016,0.008,0.004,0.022,0.012,0.004,0.012,0.026,0.008,0.004,0.006,0.006,0.020,0.008,0.010,0.016,0.004,0.006,0.004,0.008,0.041,0.008,0.002,0.00,0.022,0.020,0.00,0.034,0.028,0.014,0.002,0.002,0.024,0.041,0.004,0.004,0.002,0.006,0.016,0.026,0.006,0.004,0.008,0.006,0.006,0.002,0.030,0.036,0.002,0.006,0.002,0.022,0.002,0.002,0.004,0.006,0.012,0.004,0.006,0.008,0.026,0.012,0.020,0.006,0.020,0.002,0.004,0.006,0.006,0.004,0.006,0.002,0.002,0.004,0.00,0.004,0.002,0.010,0.006,0.008,0.002,0.00,0.004,507
Client  93,0.022,0.008,0.012,0.006,0.002,0.018,0.020,0.022,0.00,0.004,0.012,0.010,0.00,0.020,0.012,0.00,0.004,0.014,0.014,0.026,0.004,0.002,0.010,0.032,0.028,0.014,0.008,0.010,0.012,0.006,0.012,0.002,0.002,0.044,0.006,0.036,0.004,0.012,0.008,0.004,0.018,0.006,0.014,0.006,0.010,0.00,0.010,0.026,0.006,0.008,0.008,0.006,0.010,0.008,0.014,0.016,0.004,0.010,0.010,0.030,0.016,0.006,0.006,0.002,0.024,0.004,0.030,0.010,0.004,0.002,0.008,0.002,0.008,0.030,0.012,0.010,0.018,0.006,0.006,0.008,0.012,0.010,0.002,0.022,0.002,0.002,0.002,0.004,0.002,0.00,0.002,0.006,0.004,0.002,0.006,0.004,0.004,0.00,0.006,0.002,504
Client  94,0.006,0.029,0.010,0.006,0.014,0.002,0.015,0.006,0.056,0.002,0.012,0.012,0.006,0.010,0.006,0.027,0.015,0.004,0.010,0.010,0.002,0.014,0.00,0.048,0.015,0.014,0.008,0.025,0.004,0.008,0.010,0.002,0.008,0.006,0.017,0.006,0.00,0.010,0.002,0.006,0.021,0.008,0.004,0.008,0.019,0.012,0.004,0.002,0.029,0.004,0.002,0.004,0.00,0.002,0.006,0.010,0.010,0.010,0.00,0.004,0.014,0.008,0.008,0.010,0.014,0.010,0.008,0.004,0.006,0.021,0.019,0.010,0.017,0.00,0.006,0.006,0.002,0.015,0.025,0.044,0.010,0.002,0.008,0.014,0.033,0.006,0.006,0.010,0.015,0.008,0.004,0.002,0.004,0.002,0.006,0.004,0.004,0.004,0.002,0.00,518
Client  95,0.016,0.006,0.016,0.006,0.014,0.002,0.006,0.004,0.002,0.012,0.002,0.010,0.004,0.006,0.006,0.006,0.014,0.00,0.010,0.002,0.008,0.004,0.006,0.00,0.006,0.014,0.004,0.023,0.002,0.012,0.010,0.006,0.004,0.002,0.006,0.018,0.018,0.014,0.014,0.012,0.006,0.008,0.004,0.029,0.004,0.004,0.010,0.014,0.006,0.004,0.018,0.012,0.010,0.008,0.041,0.016,0.010,0.025,0.012,0.004,0.008,0.008,0.012,0.006,0.002,0.023,0.008,0.016,0.004,0.010,0.006,0.012,0.008,0.006,0.020,0.012,0.012,0.006,0.018,0.004,0.006,0.004,0.002,0.004,0.010,0.008,0.016,0.010,0.023,0.002,0.00,0.012,0.008,0.008,0.061,0.008,0.006,0.010,0.008,0.004,488
Client  96,0.002,0.006,0.010,0.023,0.004,0.015,0.008,0.035,0.006,0.012,0.006,0.002,0.006,0.008,0.010,0.002,0.006,0.00,0.010,0.023,0.006,0.012,0.035,0.004,0.015,0.008,0.017,0.017,0.006,0.013,0.00,0.008,0.017,0.004,0.033,0.002,0.010,0.006,0.004,0.002,0.008,0.00,0.004,0.010,0.012,0.017,0.012,0.010,0.00,0.017,0.012,0.008,0.008,0.012,0.008,0.004,0.004,0.006,0.006,0.002,0.004,0.010,0.006,0.029,0.029,0.002,0.012,0.010,0.002,0.004,0.006,0.010,0.010,0.008,0.025,0.010,0.006,0.002,0.027,0.035,0.008,0.002,0.033,0.004,0.004,0.004,0.004,0.008,0.008,0.008,0.004,0.006,0.012,0.002,0.027,0.052,0.002,0.002,0.002,0.008,521
Client  97,0.023,0.014,0.004,0.008,0.008,0.004,0.006,0.015,0.004,0.004,0.002,0.010,0.006,0.010,0.017,0.012,0.021,0.006,0.004,0.010,0.006,0.021,0.004,0.002,0.006,0.008,0.004,0.012,0.002,0.008,0.023,0.010,0.00,0.004,0.008,0.015,0.006,0.008,0.010,0.010,0.021,0.008,0.006,0.004,0.004,0.004,0.015,0.006,0.00,0.010,0.015,0.037,0.002,0.008,0.006,0.002,0.002,0.015,0.012,0.004,0.017,0.004,0.008,0.012,0.008,0.004,0.006,0.008,0.008,0.014,0.008,0.006,0.017,0.014,0.021,0.010,0.004,0.015,0.004,0.010,0.008,0.006,0.006,0.004,0.004,0.004,0.019,0.004,0.015,0.054,0.012,0.008,0.031,0.010,0.002,0.027,0.006,0.010,0.039,0.010,518
