Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.004,0.002,0.004,0.006,0.004,0.006,0.010,0.018,0.004,0.012,0.004,0.010,0.006,0.004,0.004,0.020,0.022,0.016,0.00,0.004,0.002,0.004,0.012,0.042,0.006,0.014,0.002,0.002,0.002,0.030,0.002,0.002,0.002,0.002,0.002,0.016,0.00,0.006,0.00,0.010,0.002,0.004,0.024,0.022,0.020,0.004,0.006,0.002,0.004,0.006,0.002,0.00,0.014,0.026,0.008,0.002,0.016,0.026,0.070,0.034,0.004,0.024,0.026,0.016,0.006,0.030,0.012,0.004,0.008,0.004,0.006,0.012,0.002,0.002,0.002,0.002,0.008,0.002,0.010,0.00,0.002,0.010,0.018,0.028,0.012,0.034,0.034,0.006,0.006,0.022,0.022,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  66,0.014,0.024,0.004,0.004,0.008,0.014,0.022,0.012,0.006,0.00,0.026,0.014,0.004,0.006,0.014,0.002,0.004,0.020,0.012,0.010,0.012,0.010,0.032,0.022,0.010,0.012,0.00,0.00,0.006,0.012,0.022,0.020,0.002,0.006,0.010,0.006,0.00,0.006,0.008,0.008,0.008,0.00,0.020,0.006,0.00,0.006,0.004,0.008,0.016,0.00,0.006,0.012,0.022,0.028,0.004,0.004,0.004,0.004,0.00,0.004,0.008,0.040,0.032,0.028,0.014,0.00,0.012,0.020,0.024,0.014,0.006,0.004,0.002,0.018,0.026,0.002,0.012,0.026,0.006,0.012,0.016,0.016,0.034,0.034,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  67,0.022,0.006,0.006,0.006,0.022,0.002,0.00,0.00,0.00,0.006,0.022,0.012,0.030,0.028,0.032,0.002,0.016,0.026,0.020,0.016,0.00,0.002,0.008,0.006,0.00,0.028,0.014,0.022,0.008,0.016,0.008,0.002,0.00,0.002,0.004,0.002,0.002,0.002,0.012,0.010,0.018,0.008,0.002,0.008,0.022,0.004,0.002,0.004,0.028,0.024,0.00,0.00,0.004,0.00,0.00,0.002,0.004,0.012,0.00,0.00,0.018,0.006,0.00,0.012,0.012,0.00,0.008,0.008,0.014,0.004,0.032,0.008,0.00,0.00,0.002,0.00,0.002,0.002,0.002,0.00,0.008,0.002,0.006,0.004,0.004,0.056,0.024,0.00,0.002,0.008,0.020,0.012,0.014,0.024,0.006,0.010,0.008,0.006,0.044,0.040,496
Client  68,0.017,0.029,0.017,0.006,0.008,0.011,0.00,0.006,0.025,0.034,0.021,0.008,0.011,0.006,0.027,0.015,0.004,0.00,0.00,0.015,0.00,0.008,0.006,0.008,0.008,0.011,0.00,0.044,0.023,0.004,0.004,0.002,0.002,0.004,0.004,0.017,0.010,0.00,0.011,0.010,0.008,0.013,0.006,0.008,0.002,0.006,0.013,0.010,0.017,0.013,0.002,0.002,0.00,0.002,0.004,0.004,0.002,0.002,0.004,0.006,0.002,0.008,0.010,0.011,0.008,0.002,0.010,0.011,0.013,0.004,0.002,0.002,0.008,0.00,0.002,0.008,0.00,0.004,0.004,0.010,0.036,0.019,0.011,0.025,0.027,0.015,0.010,0.013,0.015,0.019,0.017,0.051,0.021,0.036,0.015,0.00,0.00,0.00,0.00,0.00,526
Client  69,0.010,0.008,0.008,0.018,0.022,0.016,0.008,0.010,0.040,0.036,0.020,0.00,0.016,0.008,0.042,0.010,0.018,0.010,0.004,0.014,0.018,0.034,0.016,0.004,0.034,0.008,0.00,0.002,0.00,0.010,0.010,0.002,0.004,0.016,0.008,0.006,0.00,0.004,0.024,0.022,0.042,0.016,0.002,0.00,0.014,0.016,0.008,0.004,0.00,0.024,0.028,0.018,0.00,0.00,0.002,0.008,0.018,0.00,0.00,0.002,0.006,0.00,0.00,0.004,0.006,0.004,0.002,0.008,0.016,0.008,0.010,0.012,0.004,0.004,0.004,0.002,0.004,0.010,0.002,0.002,0.004,0.002,0.002,0.026,0.012,0.018,0.024,0.008,0.014,0.010,0.016,0.012,0.00,0.002,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  70,0.002,0.00,0.002,0.002,0.006,0.032,0.024,0.018,0.028,0.006,0.002,0.00,0.00,0.004,0.022,0.002,0.004,0.034,0.022,0.004,0.002,0.004,0.016,0.016,0.00,0.044,0.034,0.00,0.002,0.00,0.014,0.002,0.00,0.00,0.004,0.004,0.006,0.006,0.004,0.018,0.00,0.00,0.002,0.008,0.008,0.010,0.004,0.014,0.002,0.018,0.006,0.006,0.010,0.020,0.016,0.004,0.004,0.002,0.006,0.006,0.006,0.004,0.006,0.022,0.018,0.010,0.014,0.010,0.004,0.008,0.020,0.020,0.008,0.00,0.002,0.014,0.008,0.00,0.006,0.012,0.004,0.012,0.018,0.036,0.028,0.010,0.002,0.048,0.036,0.016,0.006,0.004,0.006,0.036,0.016,0.00,0.00,0.00,0.00,0.00,503
Client  71,0.004,0.008,0.008,0.004,0.00,0.002,0.010,0.004,0.063,0.030,0.026,0.014,0.026,0.006,0.012,0.014,0.028,0.006,0.008,0.014,0.004,0.00,0.002,0.028,0.022,0.002,0.006,0.020,0.006,0.002,0.016,0.004,0.004,0.018,0.014,0.002,0.008,0.018,0.00,0.002,0.006,0.006,0.018,0.018,0.006,0.014,0.004,0.00,0.00,0.00,0.014,0.004,0.040,0.034,0.028,0.00,0.00,0.034,0.008,0.00,0.012,0.002,0.004,0.010,0.016,0.016,0.050,0.036,0.014,0.006,0.028,0.006,0.044,0.024,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  72,0.010,0.015,0.006,0.00,0.008,0.019,0.012,0.004,0.00,0.00,0.015,0.031,0.015,0.025,0.013,0.015,0.002,0.027,0.038,0.040,0.010,0.058,0.033,0.00,0.00,0.010,0.002,0.008,0.006,0.002,0.00,0.002,0.019,0.013,0.002,0.004,0.002,0.012,0.010,0.002,0.002,0.002,0.002,0.010,0.010,0.002,0.002,0.004,0.00,0.002,0.015,0.008,0.004,0.00,0.035,0.004,0.008,0.019,0.008,0.006,0.012,0.019,0.015,0.006,0.00,0.002,0.00,0.002,0.006,0.002,0.017,0.013,0.00,0.008,0.008,0.013,0.002,0.004,0.00,0.021,0.015,0.002,0.00,0.004,0.019,0.008,0.00,0.004,0.015,0.010,0.006,0.006,0.013,0.013,0.019,0.025,0.013,0.036,0.013,0.00,521
Client  73,0.014,0.014,0.00,0.010,0.010,0.00,0.018,0.029,0.008,0.00,0.006,0.008,0.00,0.00,0.012,0.023,0.014,0.00,0.018,0.021,0.008,0.008,0.002,0.002,0.010,0.018,0.016,0.010,0.019,0.021,0.018,0.010,0.002,0.012,0.006,0.018,0.004,0.010,0.018,0.004,0.006,0.002,0.008,0.002,0.006,0.006,0.002,0.00,0.002,0.00,0.019,0.008,0.00,0.002,0.023,0.004,0.006,0.004,0.00,0.00,0.00,0.010,0.018,0.018,0.010,0.008,0.016,0.008,0.00,0.006,0.006,0.008,0.004,0.004,0.004,0.014,0.010,0.012,0.008,0.008,0.019,0.010,0.004,0.002,0.021,0.029,0.035,0.031,0.016,0.019,0.004,0.00,0.006,0.049,0.031,0.027,0.016,0.00,0.00,0.00,514
Client  74,0.006,0.002,0.009,0.009,0.009,0.015,0.026,0.002,0.00,0.002,0.00,0.00,0.015,0.013,0.006,0.004,0.006,0.004,0.009,0.011,0.026,0.00,0.009,0.004,0.032,0.019,0.002,0.004,0.009,0.013,0.011,0.009,0.013,0.00,0.006,0.009,0.009,0.004,0.002,0.002,0.004,0.00,0.002,0.00,0.004,0.013,0.002,0.002,0.004,0.015,0.049,0.041,0.019,0.006,0.021,0.013,0.021,0.017,0.013,0.015,0.013,0.015,0.002,0.00,0.002,0.006,0.011,0.00,0.006,0.009,0.00,0.034,0.019,0.006,0.002,0.00,0.004,0.015,0.009,0.002,0.00,0.028,0.026,0.013,0.002,0.009,0.002,0.004,0.039,0.039,0.002,0.002,0.00,0.015,0.017,0.009,0.009,0.019,0.011,0.004,466
Client  75,0.00,0.002,0.018,0.032,0.022,0.004,0.016,0.010,0.002,0.008,0.002,0.006,0.016,0.006,0.004,0.004,0.006,0.006,0.008,0.004,0.00,0.00,0.00,0.024,0.012,0.00,0.016,0.020,0.00,0.00,0.006,0.008,0.018,0.012,0.010,0.002,0.008,0.002,0.006,0.00,0.016,0.020,0.020,0.014,0.020,0.028,0.034,0.008,0.006,0.012,0.006,0.004,0.002,0.004,0.008,0.016,0.010,0.004,0.020,0.016,0.018,0.008,0.028,0.026,0.010,0.006,0.002,0.012,0.010,0.010,0.008,0.010,0.006,0.002,0.002,0.014,0.040,0.026,0.00,0.018,0.00,0.00,0.006,0.004,0.006,0.044,0.022,0.010,0.002,0.004,0.030,0.028,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505
Client  76,0.014,0.010,0.002,0.00,0.008,0.004,0.008,0.004,0.025,0.018,0.010,0.00,0.00,0.004,0.014,0.004,0.023,0.029,0.006,0.002,0.008,0.006,0.002,0.00,0.00,0.004,0.035,0.018,0.002,0.002,0.023,0.020,0.004,0.010,0.020,0.006,0.004,0.00,0.004,0.010,0.006,0.002,0.00,0.002,0.002,0.00,0.00,0.020,0.010,0.002,0.004,0.012,0.014,0.006,0.006,0.014,0.004,0.008,0.022,0.020,0.004,0.014,0.008,0.010,0.012,0.006,0.025,0.027,0.043,0.012,0.010,0.014,0.020,0.008,0.002,0.023,0.004,0.006,0.00,0.023,0.041,0.018,0.002,0.002,0.00,0.006,0.008,0.006,0.016,0.016,0.014,0.018,0.00,0.00,0.010,0.025,0.002,0.002,0.00,0.035,511
Client  77,0.010,0.008,0.025,0.004,0.017,0.004,0.004,0.006,0.00,0.002,0.008,0.00,0.00,0.002,0.002,0.027,0.015,0.019,0.015,0.006,0.008,0.004,0.008,0.002,0.002,0.004,0.021,0.021,0.017,0.004,0.013,0.002,0.002,0.002,0.025,0.008,0.023,0.015,0.006,0.013,0.002,0.010,0.008,0.004,0.002,0.006,0.004,0.017,0.017,0.015,0.00,0.004,0.004,0.00,0.00,0.002,0.021,0.013,0.006,0.00,0.002,0.013,0.015,0.004,0.004,0.017,0.013,0.015,0.027,0.010,0.029,0.013,0.004,0.006,0.004,0.008,0.008,0.027,0.021,0.00,0.002,0.006,0.021,0.010,0.002,0.015,0.004,0.015,0.004,0.006,0.019,0.004,0.004,0.008,0.025,0.021,0.00,0.013,0.017,0.054,480
Client  78,0.00,0.004,0.00,0.002,0.00,0.004,0.006,0.004,0.016,0.008,0.008,0.002,0.00,0.00,0.010,0.00,0.002,0.00,0.026,0.014,0.008,0.022,0.002,0.004,0.006,0.012,0.00,0.006,0.008,0.022,0.004,0.028,0.016,0.002,0.016,0.044,0.036,0.008,0.004,0.075,0.010,0.048,0.056,0.012,0.010,0.004,0.020,0.022,0.010,0.002,0.002,0.010,0.010,0.004,0.00,0.006,0.004,0.00,0.012,0.018,0.008,0.026,0.008,0.004,0.020,0.002,0.016,0.008,0.002,0.004,0.016,0.024,0.012,0.006,0.016,0.00,0.002,0.012,0.040,0.004,0.004,0.012,0.004,0.00,0.004,0.008,0.006,0.002,0.00,0.00,0.002,0.002,0.004,0.034,0.006,0.00,0.00,0.00,0.00,0.00,504
Client  79,0.00,0.013,0.015,0.015,0.002,0.011,0.011,0.007,0.021,0.009,0.007,0.004,0.026,0.024,0.026,0.002,0.013,0.024,0.021,0.011,0.002,0.004,0.007,0.004,0.007,0.009,0.002,0.002,0.006,0.004,0.004,0.007,0.013,0.015,0.015,0.007,0.007,0.009,0.006,0.004,0.011,0.004,0.007,0.007,0.007,0.013,0.007,0.004,0.002,0.007,0.00,0.00,0.002,0.007,0.002,0.00,0.009,0.006,0.00,0.00,0.002,0.002,0.002,0.00,0.00,0.041,0.026,0.009,0.004,0.034,0.00,0.006,0.017,0.004,0.004,0.013,0.009,0.004,0.002,0.00,0.004,0.006,0.036,0.021,0.013,0.004,0.004,0.004,0.024,0.022,0.007,0.004,0.006,0.002,0.017,0.028,0.090,0.037,0.00,0.00,535
Client  80,0.014,0.004,0.030,0.010,0.010,0.004,0.006,0.016,0.014,0.010,0.00,0.00,0.032,0.012,0.00,0.012,0.010,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.010,0.00,0.002,0.008,0.008,0.008,0.020,0.014,0.004,0.004,0.020,0.012,0.032,0.004,0.028,0.010,0.006,0.006,0.00,0.002,0.004,0.008,0.00,0.00,0.00,0.014,0.004,0.004,0.002,0.010,0.018,0.024,0.010,0.010,0.022,0.020,0.004,0.002,0.006,0.024,0.002,0.006,0.014,0.012,0.014,0.024,0.002,0.002,0.00,0.002,0.016,0.008,0.004,0.010,0.018,0.048,0.022,0.008,0.004,0.034,0.014,0.002,0.020,0.032,0.032,0.00,0.048,0.032,0.004,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  81,0.016,0.006,0.002,0.002,0.014,0.006,0.012,0.012,0.016,0.012,0.002,0.002,0.004,0.014,0.006,0.004,0.025,0.018,0.016,0.012,0.016,0.018,0.00,0.022,0.024,0.002,0.004,0.00,0.004,0.004,0.012,0.004,0.00,0.010,0.008,0.008,0.00,0.002,0.004,0.012,0.014,0.004,0.014,0.016,0.020,0.002,0.002,0.010,0.020,0.025,0.006,0.016,0.004,0.016,0.012,0.002,0.022,0.002,0.008,0.002,0.014,0.014,0.004,0.004,0.016,0.004,0.008,0.008,0.022,0.014,0.002,0.004,0.008,0.004,0.00,0.006,0.00,0.004,0.00,0.014,0.008,0.012,0.002,0.006,0.004,0.014,0.006,0.020,0.022,0.014,0.014,0.006,0.00,0.00,0.002,0.006,0.035,0.043,0.053,0.025,510
Client  82,0.035,0.005,0.002,0.002,0.065,0.002,0.00,0.002,0.017,0.015,0.015,0.037,0.017,0.007,0.007,0.005,0.007,0.005,0.012,0.007,0.012,0.007,0.007,0.007,0.017,0.00,0.00,0.00,0.00,0.012,0.005,0.007,0.007,0.005,0.007,0.022,0.020,0.007,0.005,0.007,0.017,0.012,0.007,0.00,0.027,0.002,0.017,0.015,0.002,0.010,0.012,0.00,0.005,0.002,0.020,0.00,0.012,0.015,0.00,0.00,0.007,0.007,0.005,0.010,0.005,0.00,0.002,0.005,0.00,0.017,0.025,0.005,0.010,0.007,0.007,0.022,0.017,0.007,0.00,0.010,0.002,0.007,0.002,0.010,0.015,0.00,0.002,0.005,0.005,0.00,0.00,0.065,0.060,0.012,0.007,0.002,0.002,0.007,0.010,0.005,402
Client  83,0.004,0.009,0.011,0.026,0.007,0.00,0.004,0.002,0.033,0.017,0.002,0.011,0.020,0.004,0.007,0.00,0.00,0.00,0.00,0.002,0.002,0.004,0.022,0.037,0.011,0.007,0.00,0.004,0.009,0.004,0.011,0.026,0.009,0.00,0.00,0.002,0.004,0.007,0.028,0.011,0.022,0.013,0.002,0.002,0.009,0.011,0.011,0.011,0.004,0.007,0.007,0.004,0.004,0.026,0.026,0.015,0.00,0.004,0.015,0.013,0.022,0.011,0.013,0.013,0.011,0.002,0.002,0.020,0.011,0.007,0.004,0.004,0.011,0.002,0.009,0.017,0.011,0.013,0.011,0.028,0.022,0.004,0.004,0.007,0.028,0.009,0.011,0.011,0.007,0.007,0.017,0.00,0.009,0.002,0.009,0.013,0.002,0.007,0.007,0.043,461
Client  84,0.035,0.021,0.006,0.002,0.00,0.006,0.002,0.00,0.004,0.004,0.041,0.029,0.004,0.00,0.002,0.021,0.023,0.00,0.00,0.006,0.002,0.006,0.008,0.004,0.012,0.006,0.033,0.025,0.006,0.006,0.00,0.041,0.012,0.006,0.002,0.00,0.004,0.006,0.029,0.016,0.00,0.010,0.004,0.004,0.00,0.008,0.004,0.004,0.002,0.004,0.006,0.004,0.002,0.012,0.008,0.00,0.002,0.004,0.008,0.002,0.023,0.010,0.00,0.004,0.004,0.004,0.00,0.008,0.006,0.002,0.016,0.00,0.004,0.012,0.049,0.002,0.004,0.008,0.002,0.002,0.00,0.004,0.012,0.014,0.010,0.00,0.006,0.002,0.006,0.004,0.010,0.002,0.002,0.00,0.008,0.054,0.021,0.027,0.019,0.130,515
Client  85,0.016,0.006,0.002,0.004,0.024,0.008,0.026,0.018,0.010,0.008,0.028,0.030,0.006,0.036,0.026,0.016,0.010,0.008,0.00,0.014,0.010,0.006,0.00,0.002,0.012,0.012,0.008,0.014,0.002,0.006,0.010,0.002,0.020,0.006,0.012,0.061,0.032,0.004,0.028,0.004,0.008,0.004,0.016,0.008,0.00,0.00,0.00,0.00,0.012,0.022,0.008,0.00,0.008,0.008,0.012,0.042,0.030,0.020,0.026,0.028,0.006,0.00,0.002,0.00,0.00,0.008,0.004,0.002,0.00,0.004,0.036,0.024,0.018,0.002,0.036,0.002,0.002,0.002,0.018,0.014,0.002,0.008,0.014,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505
Client  86,0.002,0.003,0.002,0.002,0.007,0.005,0.029,0.010,0.002,0.00,0.003,0.003,0.009,0.00,0.00,0.002,0.016,0.005,0.007,0.002,0.010,0.003,0.00,0.017,0.012,0.005,0.00,0.003,0.002,0.012,0.00,0.00,0.003,0.003,0.002,0.014,0.003,0.002,0.007,0.010,0.003,0.014,0.012,0.007,0.007,0.009,0.010,0.002,0.012,0.009,0.014,0.024,0.005,0.002,0.010,0.017,0.002,0.00,0.002,0.002,0.005,0.00,0.016,0.012,0.007,0.026,0.009,0.017,0.035,0.029,0.009,0.002,0.002,0.00,0.002,0.012,0.009,0.00,0.012,0.024,0.003,0.016,0.007,0.003,0.007,0.017,0.007,0.038,0.040,0.040,0.002,0.012,0.012,0.010,0.012,0.00,0.002,0.002,0.107,0.055,579
Client  87,0.010,0.010,0.016,0.008,0.002,0.020,0.008,0.016,0.004,0.032,0.004,0.008,0.010,0.014,0.012,0.006,0.002,0.00,0.002,0.00,0.018,0.004,0.008,0.004,0.026,0.022,0.016,0.008,0.002,0.012,0.016,0.002,0.004,0.002,0.016,0.00,0.024,0.048,0.010,0.006,0.004,0.026,0.022,0.014,0.008,0.026,0.018,0.016,0.002,0.012,0.00,0.00,0.002,0.006,0.002,0.008,0.022,0.006,0.008,0.016,0.002,0.002,0.004,0.006,0.016,0.020,0.006,0.008,0.00,0.018,0.008,0.010,0.104,0.050,0.004,0.004,0.026,0.018,0.012,0.00,0.020,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  88,0.008,0.00,0.002,0.015,0.006,0.008,0.017,0.013,0.002,0.010,0.004,0.002,0.002,0.002,0.00,0.023,0.008,0.00,0.013,0.008,0.00,0.008,0.004,0.034,0.011,0.002,0.006,0.006,0.00,0.002,0.002,0.002,0.015,0.023,0.019,0.002,0.004,0.006,0.023,0.011,0.006,0.013,0.006,0.017,0.023,0.051,0.021,0.011,0.010,0.032,0.002,0.004,0.002,0.004,0.002,0.004,0.029,0.032,0.011,0.010,0.002,0.004,0.006,0.010,0.006,0.00,0.002,0.008,0.015,0.008,0.008,0.006,0.008,0.017,0.006,0.017,0.030,0.040,0.011,0.019,0.002,0.008,0.017,0.004,0.004,0.004,0.013,0.019,0.011,0.004,0.017,0.038,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526
Client  89,0.004,0.006,0.00,0.004,0.00,0.002,0.022,0.008,0.002,0.004,0.012,0.020,0.002,0.012,0.018,0.008,0.004,0.010,0.006,0.012,0.008,0.006,0.018,0.010,0.00,0.016,0.016,0.00,0.024,0.014,0.00,0.004,0.006,0.002,0.012,0.008,0.004,0.008,0.004,0.004,0.002,0.016,0.026,0.010,0.006,0.020,0.010,0.006,0.004,0.006,0.016,0.008,0.002,0.018,0.018,0.004,0.002,0.004,0.016,0.014,0.00,0.006,0.006,0.002,0.00,0.004,0.010,0.002,0.010,0.008,0.00,0.010,0.022,0.00,0.004,0.012,0.010,0.012,0.004,0.012,0.012,0.008,0.004,0.020,0.014,0.012,0.022,0.030,0.032,0.016,0.00,0.006,0.004,0.00,0.006,0.036,0.070,0.024,0.006,0.014,499
Client  90,0.00,0.00,0.002,0.012,0.012,0.004,0.00,0.006,0.024,0.036,0.00,0.040,0.022,0.002,0.002,0.004,0.00,0.004,0.006,0.00,0.014,0.014,0.004,0.002,0.002,0.008,0.004,0.004,0.00,0.00,0.038,0.022,0.006,0.002,0.020,0.004,0.002,0.014,0.00,0.00,0.008,0.004,0.004,0.00,0.00,0.012,0.022,0.002,0.012,0.008,0.018,0.004,0.008,0.002,0.024,0.012,0.00,0.032,0.034,0.038,0.00,0.006,0.004,0.006,0.002,0.010,0.032,0.018,0.012,0.004,0.002,0.016,0.020,0.004,0.002,0.010,0.020,0.032,0.014,0.028,0.012,0.004,0.006,0.018,0.036,0.012,0.00,0.004,0.002,0.00,0.038,0.014,0.004,0.006,0.026,0.00,0.00,0.00,0.00,0.00,502
Client  91,0.009,0.005,0.005,0.007,0.002,0.035,0.023,0.002,0.002,0.002,0.00,0.014,0.002,0.012,0.002,0.016,0.00,0.00,0.00,0.012,0.00,0.00,0.002,0.002,0.007,0.005,0.002,0.005,0.023,0.002,0.014,0.002,0.026,0.014,0.021,0.002,0.00,0.00,0.005,0.00,0.019,0.021,0.060,0.016,0.002,0.012,0.002,0.005,0.002,0.014,0.002,0.00,0.016,0.014,0.005,0.002,0.002,0.009,0.002,0.002,0.002,0.005,0.007,0.019,0.009,0.00,0.005,0.005,0.005,0.00,0.005,0.009,0.007,0.014,0.007,0.019,0.030,0.033,0.026,0.009,0.002,0.005,0.007,0.021,0.002,0.007,0.002,0.021,0.016,0.007,0.026,0.012,0.00,0.002,0.021,0.042,0.023,0.030,0.016,0.030,430
Client  92,0.00,0.012,0.014,0.026,0.014,0.002,0.00,0.016,0.030,0.014,0.006,0.006,0.016,0.010,0.008,0.016,0.014,0.008,0.002,0.004,0.024,0.022,0.002,0.004,0.012,0.004,0.002,0.006,0.002,0.018,0.004,0.006,0.012,0.004,0.004,0.006,0.010,0.037,0.022,0.00,0.016,0.018,0.039,0.004,0.032,0.028,0.020,0.002,0.00,0.022,0.037,0.004,0.006,0.002,0.008,0.030,0.026,0.030,0.004,0.016,0.030,0.004,0.00,0.024,0.041,0.00,0.00,0.00,0.018,0.012,0.002,0.006,0.004,0.010,0.006,0.00,0.004,0.022,0.020,0.022,0.00,0.014,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507
Client  93,0.016,0.014,0.004,0.004,0.002,0.012,0.024,0.028,0.012,0.002,0.008,0.006,0.00,0.018,0.016,0.006,0.002,0.008,0.016,0.028,0.024,0.00,0.002,0.030,0.046,0.016,0.004,0.004,0.008,0.008,0.004,0.006,0.002,0.042,0.020,0.024,0.012,0.012,0.018,0.004,0.022,0.044,0.014,0.006,0.008,0.002,0.006,0.026,0.018,0.00,0.010,0.002,0.002,0.004,0.018,0.022,0.008,0.004,0.00,0.026,0.026,0.018,0.002,0.004,0.014,0.002,0.020,0.018,0.004,0.00,0.002,0.00,0.008,0.026,0.024,0.00,0.014,0.010,0.00,0.008,0.002,0.008,0.004,0.022,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  94,0.00,0.023,0.021,0.008,0.017,0.002,0.014,0.004,0.052,0.033,0.002,0.002,0.004,0.002,0.008,0.025,0.019,0.006,0.006,0.002,0.006,0.017,0.027,0.041,0.027,0.012,0.014,0.027,0.015,0.006,0.006,0.006,0.004,0.006,0.012,0.014,0.00,0.004,0.002,0.004,0.025,0.015,0.004,0.015,0.021,0.004,0.002,0.002,0.025,0.012,0.00,0.00,0.00,0.00,0.002,0.006,0.004,0.004,0.008,0.002,0.017,0.014,0.006,0.010,0.006,0.017,0.006,0.00,0.002,0.019,0.008,0.008,0.019,0.008,0.004,0.039,0.006,0.014,0.031,0.060,0.017,0.002,0.002,0.006,0.035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,518
Client  95,0.023,0.010,0.012,0.008,0.014,0.016,0.004,0.014,0.004,0.010,0.004,0.004,0.004,0.00,0.002,0.00,0.008,0.002,0.008,0.008,0.008,0.004,0.002,0.002,0.00,0.016,0.014,0.023,0.006,0.006,0.010,0.025,0.002,0.00,0.00,0.016,0.025,0.016,0.006,0.010,0.002,0.002,0.00,0.025,0.004,0.002,0.002,0.008,0.006,0.00,0.031,0.023,0.010,0.00,0.039,0.016,0.014,0.025,0.010,0.00,0.002,0.004,0.006,0.004,0.002,0.020,0.018,0.018,0.002,0.004,0.016,0.010,0.006,0.004,0.018,0.025,0.004,0.006,0.023,0.012,0.010,0.002,0.00,0.002,0.006,0.002,0.014,0.008,0.018,0.008,0.020,0.010,0.014,0.002,0.059,0.006,0.00,0.010,0.010,0.018,488
Client  96,0.004,0.00,0.008,0.025,0.006,0.012,0.004,0.035,0.023,0.006,0.004,0.004,0.00,0.002,0.00,0.012,0.002,0.00,0.006,0.023,0.013,0.008,0.031,0.025,0.010,0.010,0.013,0.023,0.004,0.010,0.019,0.004,0.013,0.004,0.033,0.00,0.004,0.004,0.002,0.00,0.010,0.002,0.002,0.008,0.017,0.019,0.015,0.010,0.004,0.019,0.015,0.008,0.00,0.010,0.013,0.00,0.00,0.002,0.004,0.002,0.012,0.002,0.002,0.025,0.036,0.006,0.010,0.012,0.002,0.004,0.008,0.008,0.004,0.006,0.025,0.010,0.002,0.00,0.021,0.035,0.004,0.002,0.027,0.025,0.00,0.00,0.004,0.00,0.006,0.010,0.010,0.010,0.013,0.006,0.027,0.038,0.033,0.00,0.00,0.00,521
Client  97,0.025,0.029,0.004,0.002,0.008,0.002,0.00,0.012,0.008,0.004,0.008,0.006,0.008,0.008,0.010,0.006,0.021,0.021,0.00,0.004,0.006,0.023,0.006,0.004,0.002,0.002,0.00,0.012,0.006,0.002,0.015,0.012,0.012,0.00,0.006,0.019,0.014,0.004,0.006,0.006,0.015,0.015,0.002,0.00,0.00,0.006,0.008,0.008,0.00,0.004,0.014,0.050,0.044,0.008,0.006,0.002,0.002,0.002,0.015,0.00,0.014,0.014,0.010,0.014,0.002,0.004,0.00,0.00,0.004,0.010,0.014,0.002,0.017,0.023,0.023,0.002,0.002,0.014,0.004,0.006,0.004,0.002,0.002,0.006,0.00,0.035,0.017,0.008,0.012,0.054,0.004,0.004,0.031,0.010,0.00,0.023,0.017,0.010,0.037,0.012,518
