Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.008,0.00,0.00,0.017,0.025,0.00,0.033,0.025,0.017,0.008,0.025,0.00,0.008,0.017,0.00,0.025,0.008,0.025,0.017,0.017,0.008,0.008,0.00,0.008,0.025,0.017,0.00,0.008,0.00,0.017,0.042,0.017,0.017,0.00,0.00,0.00,0.008,0.025,0.017,0.008,0.017,0.00,0.008,0.008,0.017,0.00,0.025,0.00,0.00,0.033,0.00,0.00,0.008,0.00,0.00,0.025,0.017,0.008,0.025,0.00,0.00,0.017,0.008,0.017,0.025,0.017,0.008,0.00,0.017,0.025,0.00,0.008,0.017,0.00,0.00,0.00,0.008,0.025,0.00,0.008,0.00,0.025,0.00,0.00,0.00,0.017,0.00,0.008,0.017,0.00,0.008,0.00,0.00,0.008,0.008,0.00,0.00,0.017,0.00,0.00,120
Client  66,0.017,0.015,0.012,0.007,0.00,0.007,0.005,0.007,0.002,0.007,0.005,0.012,0.00,0.010,0.017,0.020,0.015,0.012,0.005,0.005,0.012,0.005,0.010,0.007,0.005,0.012,0.017,0.00,0.002,0.010,0.002,0.010,0.010,0.007,0.007,0.012,0.002,0.005,0.020,0.007,0.012,0.002,0.007,0.007,0.010,0.015,0.005,0.017,0.012,0.010,0.00,0.010,0.005,0.007,0.007,0.012,0.007,0.007,0.010,0.012,0.005,0.007,0.017,0.012,0.005,0.00,0.017,0.015,0.002,0.010,0.022,0.005,0.007,0.007,0.020,0.012,0.00,0.007,0.022,0.020,0.005,0.010,0.010,0.015,0.015,0.015,0.005,0.010,0.012,0.020,0.022,0.015,0.010,0.015,0.017,0.007,0.015,0.020,0.007,0.012,404
Client  67,0.012,0.00,0.00,0.00,0.024,0.00,0.024,0.012,0.00,0.00,0.00,0.00,0.012,0.024,0.012,0.00,0.00,0.00,0.024,0.00,0.012,0.00,0.037,0.00,0.024,0.00,0.00,0.024,0.012,0.00,0.012,0.024,0.00,0.024,0.012,0.00,0.012,0.00,0.049,0.00,0.024,0.00,0.00,0.024,0.00,0.012,0.00,0.00,0.037,0.012,0.024,0.00,0.00,0.012,0.024,0.024,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.037,0.00,0.00,0.024,0.024,0.024,0.00,0.00,0.00,0.024,0.00,0.024,0.024,0.00,0.00,0.00,0.024,0.024,0.024,0.012,0.012,0.012,0.00,0.00,0.00,0.024,0.024,0.00,0.00,0.024,0.00,0.012,82
Client  68,0.010,0.020,0.015,0.010,0.010,0.007,0.005,0.005,0.010,0.010,0.010,0.007,0.012,0.007,0.024,0.007,0.010,0.022,0.010,0.015,0.010,0.007,0.005,0.020,0.002,0.007,0.010,0.012,0.015,0.015,0.005,0.005,0.007,0.012,0.012,0.010,0.00,0.012,0.007,0.002,0.002,0.010,0.005,0.010,0.007,0.002,0.012,0.012,0.010,0.017,0.015,0.007,0.005,0.007,0.012,0.017,0.012,0.015,0.012,0.024,0.024,0.007,0.015,0.010,0.012,0.007,0.010,0.002,0.002,0.020,0.012,0.007,0.010,0.007,0.015,0.00,0.005,0.002,0.007,0.015,0.015,0.015,0.00,0.007,0.005,0.007,0.017,0.017,0.010,0.017,0.007,0.010,0.010,0.010,0.005,0.010,0.002,0.015,0.015,0.00,409
Client  69,0.014,0.019,0.005,0.00,0.00,0.028,0.014,0.005,0.005,0.014,0.009,0.009,0.009,0.014,0.005,0.00,0.009,0.005,0.00,0.014,0.009,0.009,0.005,0.014,0.00,0.019,0.005,0.00,0.028,0.005,0.005,0.009,0.00,0.00,0.023,0.005,0.005,0.00,0.014,0.009,0.005,0.014,0.014,0.014,0.014,0.009,0.009,0.014,0.014,0.009,0.014,0.014,0.009,0.005,0.00,0.005,0.009,0.014,0.023,0.009,0.014,0.005,0.009,0.009,0.019,0.009,0.014,0.019,0.014,0.00,0.005,0.019,0.005,0.023,0.00,0.009,0.019,0.023,0.005,0.023,0.023,0.005,0.019,0.00,0.014,0.014,0.005,0.014,0.00,0.014,0.014,0.023,0.014,0.00,0.009,0.005,0.00,0.00,0.005,0.014,213
Client  70,0.034,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.017,0.034,0.00,0.00,0.00,0.017,0.017,0.017,0.034,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.017,0.017,0.017,0.034,0.017,0.00,0.00,0.034,0.00,0.034,0.00,0.00,0.034,0.052,0.00,0.034,0.017,0.00,0.00,0.052,0.017,0.00,0.00,0.00,0.00,0.017,0.017,0.00,0.00,0.034,0.052,0.017,0.00,0.00,0.00,0.034,0.00,0.052,0.017,0.00,0.00,0.00,0.017,0.017,0.017,0.00,0.00,0.00,0.00,0.017,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.052,58
Client  71,0.007,0.009,0.010,0.006,0.009,0.009,0.009,0.013,0.010,0.007,0.011,0.013,0.009,0.006,0.008,0.010,0.008,0.011,0.015,0.015,0.013,0.008,0.011,0.013,0.014,0.018,0.010,0.008,0.009,0.008,0.009,0.011,0.009,0.014,0.010,0.010,0.011,0.006,0.014,0.013,0.009,0.013,0.011,0.008,0.011,0.007,0.007,0.005,0.015,0.006,0.007,0.011,0.008,0.009,0.006,0.013,0.005,0.008,0.013,0.009,0.017,0.011,0.005,0.008,0.011,0.015,0.006,0.010,0.013,0.005,0.008,0.006,0.006,0.011,0.002,0.007,0.006,0.008,0.004,0.007,0.014,0.016,0.008,0.010,0.011,0.007,0.014,0.011,0.004,0.011,0.014,0.009,0.015,0.011,0.004,0.008,0.011,0.019,0.009,0.015,957
Client  72,0.029,0.00,0.00,0.015,0.00,0.015,0.007,0.015,0.00,0.022,0.015,0.022,0.007,0.007,0.00,0.00,0.00,0.015,0.00,0.007,0.007,0.007,0.015,0.00,0.015,0.015,0.00,0.00,0.022,0.00,0.029,0.015,0.022,0.044,0.007,0.007,0.007,0.022,0.022,0.00,0.022,0.00,0.00,0.015,0.029,0.00,0.015,0.00,0.00,0.00,0.007,0.007,0.029,0.007,0.00,0.00,0.00,0.00,0.022,0.015,0.015,0.036,0.022,0.00,0.015,0.007,0.015,0.022,0.00,0.00,0.00,0.007,0.036,0.00,0.007,0.015,0.00,0.00,0.015,0.00,0.029,0.015,0.00,0.015,0.015,0.00,0.00,0.00,0.00,0.00,0.007,0.015,0.015,0.00,0.022,0.036,0.00,0.015,0.007,0.00,137
Client  73,0.013,0.004,0.010,0.009,0.014,0.005,0.010,0.007,0.010,0.005,0.009,0.010,0.012,0.013,0.004,0.009,0.012,0.017,0.010,0.010,0.008,0.009,0.009,0.007,0.001,0.016,0.014,0.007,0.004,0.016,0.012,0.009,0.010,0.010,0.013,0.012,0.008,0.013,0.009,0.013,0.010,0.012,0.012,0.013,0.005,0.016,0.009,0.009,0.010,0.007,0.016,0.007,0.014,0.012,0.009,0.012,0.014,0.012,0.010,0.014,0.001,0.020,0.001,0.013,0.008,0.008,0.010,0.012,0.008,0.014,0.007,0.007,0.010,0.009,0.013,0.010,0.009,0.005,0.014,0.013,0.016,0.007,0.007,0.009,0.010,0.012,0.007,0.007,0.007,0.010,0.005,0.014,0.007,0.008,0.005,0.012,0.007,0.010,0.013,0.012,762
Client  74,0.00,0.00,0.00,0.015,0.023,0.008,0.015,0.023,0.008,0.015,0.008,0.00,0.053,0.00,0.023,0.00,0.00,0.023,0.00,0.030,0.015,0.008,0.015,0.015,0.015,0.015,0.00,0.008,0.008,0.00,0.030,0.00,0.00,0.030,0.00,0.00,0.023,0.00,0.015,0.008,0.00,0.00,0.00,0.015,0.008,0.008,0.00,0.00,0.015,0.015,0.015,0.008,0.008,0.00,0.00,0.008,0.023,0.023,0.023,0.00,0.00,0.00,0.00,0.00,0.015,0.008,0.00,0.023,0.023,0.008,0.015,0.008,0.00,0.00,0.015,0.015,0.015,0.015,0.023,0.015,0.00,0.008,0.00,0.008,0.038,0.008,0.008,0.023,0.008,0.015,0.00,0.008,0.008,0.008,0.015,0.008,0.008,0.008,0.008,0.008,132
Client  75,0.010,0.013,0.010,0.008,0.008,0.011,0.005,0.011,0.003,0.008,0.011,0.016,0.006,0.011,0.010,0.008,0.006,0.006,0.011,0.011,0.013,0.005,0.011,0.013,0.018,0.013,0.013,0.010,0.006,0.016,0.011,0.006,0.016,0.005,0.013,0.011,0.013,0.011,0.010,0.013,0.010,0.005,0.023,0.003,0.010,0.006,0.006,0.005,0.002,0.010,0.014,0.005,0.014,0.011,0.011,0.010,0.014,0.006,0.013,0.014,0.008,0.005,0.021,0.021,0.013,0.013,0.013,0.011,0.006,0.013,0.002,0.005,0.010,0.006,0.010,0.003,0.003,0.008,0.011,0.011,0.016,0.010,0.008,0.008,0.008,0.016,0.011,0.014,0.008,0.006,0.003,0.011,0.010,0.008,0.006,0.013,0.011,0.010,0.011,0.011,621
Client  76,0.022,0.005,0.010,0.010,0.015,0.011,0.010,0.012,0.007,0.010,0.004,0.004,0.014,0.011,0.007,0.014,0.008,0.016,0.010,0.011,0.014,0.018,0.008,0.010,0.015,0.00,0.011,0.015,0.015,0.014,0.007,0.007,0.010,0.011,0.010,0.003,0.011,0.011,0.008,0.011,0.004,0.012,0.011,0.010,0.010,0.010,0.014,0.004,0.004,0.010,0.008,0.010,0.008,0.015,0.007,0.010,0.005,0.011,0.014,0.005,0.011,0.008,0.014,0.008,0.008,0.005,0.007,0.008,0.008,0.012,0.007,0.004,0.012,0.016,0.010,0.011,0.010,0.016,0.008,0.011,0.010,0.008,0.007,0.010,0.005,0.015,0.012,0.008,0.012,0.016,0.011,0.008,0.008,0.011,0.007,0.014,0.015,0.007,0.012,0.007,728
Client  77,0.008,0.004,0.00,0.016,0.008,0.004,0.016,0.004,0.012,0.008,0.00,0.00,0.008,0.012,0.004,0.00,0.012,0.012,0.016,0.00,0.020,0.016,0.00,0.012,0.020,0.028,0.016,0.033,0.028,0.004,0.004,0.012,0.012,0.016,0.004,0.012,0.028,0.004,0.008,0.008,0.008,0.004,0.012,0.016,0.008,0.008,0.004,0.00,0.016,0.008,0.00,0.00,0.004,0.004,0.012,0.012,0.004,0.016,0.008,0.004,0.00,0.012,0.004,0.004,0.012,0.004,0.016,0.024,0.004,0.012,0.00,0.00,0.020,0.012,0.016,0.016,0.008,0.008,0.004,0.004,0.004,0.00,0.008,0.008,0.020,0.016,0.008,0.00,0.016,0.012,0.008,0.020,0.008,0.020,0.016,0.033,0.008,0.008,0.00,0.016,246
Client  78,0.016,0.014,0.010,0.010,0.012,0.008,0.011,0.015,0.012,0.008,0.008,0.010,0.008,0.011,0.010,0.008,0.016,0.004,0.016,0.015,0.014,0.011,0.012,0.014,0.014,0.010,0.011,0.008,0.020,0.011,0.008,0.012,0.014,0.008,0.016,0.011,0.014,0.012,0.008,0.005,0.005,0.008,0.011,0.019,0.008,0.011,0.007,0.019,0.014,0.005,0.016,0.012,0.007,0.008,0.010,0.012,0.007,0.015,0.010,0.003,0.007,0.004,0.003,0.005,0.011,0.008,0.008,0.008,0.010,0.010,0.007,0.004,0.010,0.005,0.010,0.005,0.012,0.012,0.012,0.008,0.010,0.010,0.004,0.019,0.008,0.005,0.012,0.004,0.008,0.007,0.007,0.012,0.011,0.007,0.007,0.004,0.004,0.015,0.008,0.015,733
Client  79,0.007,0.014,0.016,0.009,0.005,0.014,0.002,0.009,0.007,0.009,0.009,0.014,0.007,0.00,0.009,0.019,0.007,0.005,0.012,0.012,0.012,0.007,0.007,0.014,0.009,0.009,0.005,0.005,0.009,0.012,0.014,0.025,0.019,0.012,0.002,0.007,0.014,0.005,0.009,0.016,0.007,0.005,0.005,0.009,0.009,0.009,0.007,0.014,0.021,0.007,0.016,0.009,0.007,0.016,0.005,0.007,0.009,0.014,0.012,0.014,0.014,0.016,0.012,0.002,0.00,0.009,0.014,0.014,0.002,0.005,0.002,0.007,0.019,0.014,0.016,0.005,0.016,0.007,0.019,0.009,0.00,0.012,0.005,0.007,0.007,0.007,0.005,0.005,0.012,0.007,0.016,0.016,0.014,0.016,0.019,0.019,0.007,0.012,0.009,0.009,432
Client  80,0.016,0.008,0.008,0.016,0.016,0.003,0.010,0.014,0.008,0.014,0.003,0.010,0.010,0.018,0.012,0.009,0.007,0.008,0.010,0.010,0.008,0.009,0.004,0.005,0.017,0.013,0.016,0.014,0.007,0.014,0.009,0.007,0.009,0.014,0.007,0.016,0.009,0.016,0.007,0.009,0.012,0.010,0.005,0.007,0.00,0.009,0.012,0.004,0.012,0.013,0.008,0.018,0.012,0.014,0.014,0.005,0.016,0.004,0.008,0.007,0.013,0.014,0.009,0.014,0.016,0.010,0.013,0.008,0.020,0.008,0.007,0.010,0.010,0.007,0.010,0.018,0.008,0.009,0.001,0.014,0.001,0.010,0.013,0.003,0.009,0.009,0.007,0.014,0.010,0.008,0.007,0.005,0.009,0.010,0.009,0.009,0.009,0.007,0.010,0.009,765
Client  81,0.007,0.010,0.007,0.007,0.018,0.006,0.017,0.013,0.014,0.011,0.006,0.010,0.006,0.010,0.004,0.014,0.013,0.011,0.017,0.010,0.013,0.008,0.010,0.010,0.016,0.008,0.006,0.006,0.010,0.008,0.004,0.003,0.008,0.007,0.014,0.004,0.008,0.007,0.016,0.016,0.013,0.008,0.004,0.014,0.017,0.017,0.006,0.013,0.011,0.004,0.006,0.010,0.008,0.008,0.008,0.007,0.016,0.011,0.003,0.008,0.018,0.010,0.006,0.010,0.003,0.013,0.007,0.011,0.011,0.008,0.011,0.006,0.011,0.016,0.008,0.006,0.014,0.013,0.008,0.008,0.010,0.007,0.008,0.011,0.016,0.011,0.008,0.008,0.018,0.008,0.010,0.008,0.013,0.008,0.013,0.008,0.007,0.021,0.008,0.011,709
Client  82,0.011,0.015,0.008,0.008,0.002,0.008,0.013,0.005,0.011,0.007,0.005,0.015,0.011,0.010,0.011,0.015,0.018,0.005,0.011,0.008,0.008,0.010,0.008,0.007,0.013,0.010,0.011,0.008,0.008,0.011,0.008,0.010,0.008,0.018,0.007,0.011,0.005,0.010,0.008,0.007,0.007,0.005,0.010,0.005,0.015,0.005,0.003,0.005,0.011,0.011,0.005,0.015,0.005,0.010,0.002,0.011,0.003,0.011,0.010,0.007,0.008,0.011,0.018,0.011,0.008,0.016,0.013,0.011,0.010,0.013,0.011,0.011,0.011,0.021,0.007,0.013,0.011,0.015,0.013,0.016,0.007,0.016,0.011,0.008,0.010,0.005,0.007,0.008,0.007,0.011,0.008,0.018,0.013,0.005,0.011,0.008,0.016,0.018,0.013,0.008,612
Client  83,0.015,0.011,0.006,0.004,0.011,0.011,0.009,0.006,0.015,0.015,0.002,0.006,0.013,0.002,0.006,0.011,0.009,0.011,0.004,0.009,0.019,0.009,0.011,0.019,0.004,0.013,0.009,0.011,0.004,0.002,0.009,0.017,0.011,0.009,0.009,0.017,0.011,0.004,0.004,0.017,0.006,0.006,0.009,0.004,0.009,0.006,0.009,0.004,0.015,0.019,0.00,0.006,0.004,0.006,0.006,0.017,0.013,0.017,0.017,0.011,0.019,0.011,0.002,0.013,0.006,0.011,0.002,0.013,0.017,0.006,0.011,0.004,0.013,0.002,0.015,0.009,0.002,0.009,0.015,0.013,0.011,0.006,0.022,0.009,0.009,0.009,0.004,0.002,0.028,0.006,0.009,0.019,0.013,0.015,0.015,0.019,0.004,0.006,0.015,0.006,462
Client  84,0.010,0.010,0.012,0.012,0.008,0.020,0.002,0.010,0.014,0.016,0.006,0.012,0.010,0.006,0.002,0.008,0.008,0.016,0.010,0.010,0.00,0.004,0.008,0.014,0.016,0.016,0.006,0.008,0.008,0.006,0.010,0.010,0.006,0.004,0.004,0.008,0.008,0.006,0.010,0.012,0.010,0.012,0.012,0.008,0.016,0.004,0.010,0.010,0.010,0.012,0.012,0.010,0.014,0.020,0.008,0.012,0.010,0.010,0.022,0.020,0.014,0.004,0.008,0.008,0.004,0.014,0.020,0.008,0.016,0.006,0.008,0.008,0.016,0.010,0.012,0.012,0.010,0.010,0.018,0.012,0.008,0.006,0.008,0.010,0.008,0.006,0.004,0.002,0.006,0.012,0.002,0.012,0.010,0.010,0.008,0.018,0.010,0.010,0.012,0.004,496
Client  85,0.004,0.013,0.006,0.007,0.012,0.015,0.009,0.013,0.012,0.009,0.003,0.015,0.006,0.003,0.006,0.006,0.007,0.010,0.013,0.009,0.006,0.009,0.006,0.012,0.015,0.013,0.015,0.015,0.009,0.012,0.006,0.007,0.012,0.009,0.015,0.012,0.022,0.015,0.009,0.004,0.010,0.015,0.009,0.010,0.006,0.006,0.012,0.019,0.018,0.016,0.015,0.006,0.006,0.010,0.003,0.010,0.007,0.004,0.013,0.016,0.004,0.007,0.004,0.007,0.013,0.015,0.010,0.010,0.012,0.013,0.010,0.006,0.016,0.016,0.012,0.003,0.010,0.009,0.012,0.007,0.006,0.019,0.015,0.006,0.009,0.010,0.009,0.010,0.010,0.006,0.019,0.009,0.006,0.010,0.007,0.009,0.010,0.003,0.012,0.003,678
Client  86,0.012,0.008,0.009,0.008,0.007,0.011,0.014,0.009,0.008,0.009,0.012,0.012,0.009,0.016,0.005,0.011,0.018,0.012,0.008,0.008,0.012,0.009,0.008,0.008,0.011,0.011,0.012,0.007,0.004,0.009,0.012,0.014,0.012,0.007,0.009,0.004,0.012,0.009,0.012,0.011,0.005,0.014,0.008,0.006,0.011,0.011,0.014,0.008,0.009,0.012,0.006,0.007,0.009,0.006,0.008,0.011,0.005,0.013,0.008,0.007,0.006,0.009,0.011,0.011,0.009,0.013,0.013,0.009,0.009,0.013,0.018,0.014,0.014,0.015,0.007,0.009,0.013,0.008,0.009,0.008,0.009,0.011,0.013,0.005,0.009,0.011,0.015,0.012,0.006,0.011,0.008,0.008,0.009,0.006,0.012,0.009,0.013,0.013,0.014,0.009,850
Client  87,0.007,0.014,0.009,0.009,0.010,0.012,0.009,0.012,0.010,0.009,0.021,0.009,0.007,0.005,0.014,0.009,0.016,0.012,0.009,0.014,0.003,0.009,0.012,0.003,0.009,0.009,0.007,0.010,0.003,0.010,0.016,0.007,0.007,0.010,0.005,0.009,0.012,0.012,0.005,0.002,0.012,0.005,0.017,0.010,0.012,0.012,0.009,0.007,0.017,0.012,0.005,0.003,0.010,0.014,0.010,0.009,0.010,0.012,0.009,0.023,0.003,0.009,0.007,0.003,0.012,0.009,0.014,0.010,0.012,0.014,0.014,0.010,0.007,0.002,0.009,0.012,0.009,0.007,0.016,0.010,0.012,0.016,0.010,0.017,0.005,0.002,0.012,0.009,0.003,0.010,0.010,0.005,0.009,0.014,0.019,0.009,0.021,0.010,0.00,0.019,576
Client  88,0.008,0.016,0.018,0.005,0.013,0.008,0.008,0.013,0.005,0.010,0.013,0.003,0.008,0.013,0.016,0.013,0.005,0.008,0.010,0.005,0.010,0.018,0.013,0.016,0.013,0.021,0.016,0.005,0.013,0.008,0.016,0.013,0.005,0.010,0.008,0.005,0.003,0.018,0.010,0.008,0.010,0.005,0.008,0.003,0.010,0.016,0.010,0.013,0.008,0.018,0.008,0.021,0.008,0.008,0.010,0.013,0.013,0.005,0.010,0.005,0.010,0.021,0.008,0.013,0.003,0.010,0.018,0.016,0.008,0.008,0.003,0.016,0.00,0.018,0.008,0.010,0.013,0.003,0.008,0.013,0.005,0.008,0.008,0.010,0.008,0.003,0.005,0.010,0.003,0.018,0.003,0.029,0.005,0.008,0.008,0.008,0.005,0.010,0.008,0.005,385
Client  89,0.014,0.012,0.014,0.009,0.00,0.014,0.014,0.009,0.007,0.005,0.007,0.012,0.009,0.017,0.009,0.021,0.012,0.009,0.005,0.009,0.007,0.012,0.005,0.009,0.002,0.009,0.007,0.007,0.012,0.005,0.012,0.005,0.017,0.012,0.009,0.009,0.007,0.009,0.002,0.009,0.007,0.017,0.024,0.002,0.019,0.005,0.009,0.007,0.007,0.007,0.007,0.012,0.014,0.009,0.005,0.002,0.019,0.017,0.00,0.007,0.017,0.014,0.007,0.012,0.012,0.014,0.007,0.024,0.007,0.009,0.005,0.012,0.009,0.014,0.009,0.009,0.014,0.009,0.007,0.009,0.014,0.00,0.005,0.019,0.005,0.009,0.009,0.007,0.009,0.014,0.007,0.007,0.007,0.012,0.009,0.021,0.005,0.009,0.014,0.017,422
Client  90,0.034,0.013,0.020,0.00,0.00,0.00,0.00,0.00,0.013,0.013,0.007,0.013,0.00,0.007,0.007,0.00,0.00,0.00,0.007,0.00,0.00,0.00,0.040,0.007,0.00,0.00,0.013,0.00,0.020,0.020,0.013,0.00,0.013,0.00,0.027,0.00,0.007,0.013,0.034,0.013,0.00,0.007,0.007,0.020,0.013,0.007,0.013,0.020,0.013,0.00,0.013,0.00,0.013,0.013,0.00,0.007,0.013,0.007,0.00,0.020,0.007,0.020,0.027,0.007,0.013,0.00,0.013,0.007,0.007,0.013,0.007,0.013,0.020,0.020,0.00,0.027,0.00,0.013,0.007,0.013,0.007,0.00,0.020,0.020,0.00,0.040,0.00,0.007,0.027,0.007,0.013,0.00,0.00,0.034,0.027,0.00,0.00,0.007,0.013,0.00,149
Client  91,0.015,0.011,0.015,0.018,0.00,0.015,0.007,0.007,0.011,0.007,0.007,0.004,0.007,0.015,0.007,0.004,0.011,0.018,0.007,0.007,0.007,0.007,0.007,0.011,0.007,0.00,0.004,0.007,0.004,0.018,0.004,0.015,0.007,0.00,0.018,0.026,0.007,0.015,0.00,0.004,0.004,0.011,0.015,0.00,0.007,0.026,0.018,0.007,0.004,0.004,0.007,0.015,0.007,0.015,0.007,0.011,0.011,0.011,0.007,0.018,0.007,0.011,0.004,0.026,0.011,0.004,0.004,0.018,0.011,0.007,0.022,0.011,0.018,0.004,0.011,0.011,0.015,0.018,0.004,0.004,0.018,0.007,0.004,0.015,0.007,0.007,0.004,0.011,0.007,0.007,0.007,0.022,0.007,0.007,0.015,0.007,0.015,0.018,0.007,0.011,271
Client  92,0.006,0.00,0.00,0.012,0.012,0.00,0.018,0.012,0.006,0.006,0.018,0.024,0.018,0.006,0.00,0.006,0.012,0.012,0.035,0.012,0.00,0.00,0.018,0.012,0.012,0.00,0.018,0.006,0.00,0.006,0.00,0.00,0.024,0.012,0.012,0.00,0.006,0.012,0.012,0.006,0.029,0.012,0.012,0.006,0.018,0.006,0.012,0.006,0.00,0.018,0.00,0.018,0.006,0.006,0.00,0.012,0.006,0.012,0.00,0.006,0.012,0.006,0.006,0.012,0.018,0.024,0.006,0.012,0.00,0.012,0.012,0.029,0.006,0.012,0.006,0.012,0.00,0.00,0.018,0.00,0.00,0.006,0.012,0.006,0.006,0.041,0.018,0.018,0.018,0.012,0.006,0.012,0.006,0.024,0.012,0.006,0.024,0.00,0.00,0.029,170
Client  93,0.005,0.007,0.010,0.010,0.017,0.007,0.012,0.007,0.015,0.010,0.010,0.008,0.012,0.007,0.005,0.010,0.012,0.007,0.005,0.003,0.017,0.010,0.012,0.012,0.003,0.008,0.008,0.010,0.018,0.013,0.013,0.008,0.012,0.020,0.003,0.010,0.005,0.013,0.012,0.018,0.008,0.005,0.008,0.015,0.005,0.010,0.012,0.013,0.015,0.017,0.007,0.013,0.010,0.013,0.012,0.012,0.010,0.003,0.008,0.010,0.007,0.005,0.002,0.013,0.007,0.012,0.015,0.010,0.015,0.013,0.008,0.002,0.018,0.008,0.012,0.008,0.008,0.012,0.018,0.007,0.007,0.015,0.008,0.008,0.010,0.012,0.005,0.005,0.020,0.007,0.008,0.007,0.012,0.008,0.007,0.003,0.013,0.013,0.008,0.010,598
Client  94,0.006,0.006,0.008,0.011,0.022,0.011,0.011,0.017,0.011,0.00,0.017,0.006,0.006,0.011,0.006,0.014,0.003,0.008,0.011,0.017,0.006,0.011,0.019,0.019,0.008,0.011,0.008,0.006,0.008,0.022,0.006,0.006,0.014,0.006,0.014,0.014,0.011,0.025,0.011,0.008,0.017,0.006,0.017,0.00,0.008,0.011,0.014,0.006,0.006,0.006,0.008,0.006,0.006,0.008,0.008,0.017,0.014,0.008,0.006,0.00,0.014,0.008,0.008,0.017,0.017,0.00,0.017,0.011,0.008,0.011,0.006,0.00,0.006,0.014,0.008,0.011,0.017,0.017,0.011,0.011,0.008,0.011,0.006,0.006,0.019,0.011,0.006,0.014,0.00,0.008,0.011,0.003,0.006,0.017,0.006,0.011,0.011,0.017,0.011,0.011,362
Client  95,0.008,0.013,0.008,0.013,0.007,0.013,0.008,0.009,0.009,0.009,0.009,0.008,0.010,0.012,0.011,0.009,0.007,0.010,0.009,0.010,0.008,0.009,0.009,0.014,0.013,0.011,0.010,0.011,0.015,0.012,0.009,0.008,0.012,0.011,0.014,0.012,0.008,0.011,0.011,0.010,0.008,0.011,0.010,0.012,0.014,0.009,0.012,0.008,0.012,0.010,0.014,0.008,0.008,0.011,0.007,0.013,0.006,0.010,0.009,0.014,0.010,0.006,0.009,0.009,0.008,0.009,0.010,0.011,0.008,0.009,0.009,0.013,0.011,0.006,0.011,0.011,0.008,0.013,0.012,0.008,0.008,0.008,0.011,0.011,0.009,0.010,0.011,0.009,0.008,0.016,0.012,0.008,0.011,0.006,0.011,0.014,0.011,0.006,0.008,0.009,1599
Client  96,0.00,0.018,0.018,0.00,0.018,0.00,0.00,0.036,0.036,0.018,0.036,0.00,0.00,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.018,0.00,0.018,0.055,0.00,0.00,0.00,0.00,0.018,0.018,0.00,0.00,0.00,0.018,0.00,0.00,0.018,0.036,0.036,0.00,0.018,0.036,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.055,0.00,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.055,0.00,0.036,0.00,0.00,0.00,0.00,0.036,0.00,0.018,0.018,0.018,0.036,0.00,0.018,0.00,0.036,0.00,0.018,0.018,0.018,0.00,0.00,0.036,0.00,55
Client  97,0.010,0.011,0.010,0.012,0.008,0.008,0.007,0.012,0.007,0.013,0.009,0.012,0.010,0.007,0.012,0.013,0.012,0.009,0.010,0.012,0.012,0.011,0.012,0.007,0.013,0.010,0.005,0.008,0.007,0.012,0.008,0.008,0.010,0.010,0.012,0.011,0.006,0.013,0.007,0.010,0.012,0.013,0.008,0.009,0.011,0.012,0.011,0.010,0.010,0.009,0.011,0.015,0.011,0.013,0.011,0.006,0.012,0.008,0.009,0.010,0.011,0.014,0.012,0.007,0.014,0.009,0.009,0.014,0.011,0.009,0.012,0.011,0.006,0.013,0.010,0.011,0.010,0.010,0.012,0.011,0.013,0.012,0.007,0.009,0.008,0.010,0.012,0.009,0.010,0.010,0.008,0.006,0.008,0.007,0.010,0.011,0.007,0.008,0.007,0.011,1882
